,color,date,link,moves,my_elo,opponent_country,opponent_elo,opponent_name,result,speed
611,black,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643832807,107,1007,United States,987,BEERegg,loss,5 min
612,white,"Apr 24, 2019",https://www.chess.com/analysis/game/live/3643814342,28,1016,United Arab Emirates,1088,MonkOnDMT,loss,5 min
613,black,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3642376108,36,1023,United States,929,ChristopherCozzillio,win,10 min
614,white,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3642362959,21,1023,United States,929,ChristopherCozzillio,win,10 min
615,black,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3642280092,48,1023,United States,929,ChristopherCozzillio,win,10 min
616,white,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3642257085,38,1014,United States,1056,ChristopherCozzillio,win,10 min
617,black,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3642240902,74,1001,Mexico,1004,reimans,loss,5 min
618,white,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3642219254,42,1009,Indonesia,983,aspyr2010,win,5 min
619,black,"Apr 23, 2019",https://www.chess.com/live/game/3641212879?username=eono619,4,1001,India,1028,Nsoni64,loss,5 min
620,black,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3641138103,47,1009,Russia,1046,Foxman90,loss,5 min
621,white,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3641054337,46,1017,Nigeria,996,franks144,loss,5 min
622,black,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3641007019,57,1026,Spain,982,Santij9521,loss,5 min
623,white,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3640989627,30,1035,Spain,973,Santij9521,win,5 min
624,black,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3640958910,63,1028,Serbia,1006,tolstoj123,draw,5 min
625,white,"Apr 23, 2019",https://www.chess.com/analysis/game/live/3640935664,30,1029,India,1065,Johnpereira1908,loss,5 min
626,black,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639536782,38,1037,Russia,1066,Den1001,draw,5 min
627,black,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639519949,34,1036,United States,1008,BinadieW,loss,5 min
628,white,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639492664,53,1045,Sweden,956,helia15,win,5 min
629,white,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639480856,26,1039,United States,996,JoeGrivas78,win,5 min
630,white,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639449331,27,1032,United States,1050,AddiosAmigo,loss,5 min
631,black,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639231348,25,1040,Belgium,1026,antoinesol,loss,5 min
632,white,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639205519,34,1049,Brazil,990,Ruyper,win,5 min
633,black,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639163460,49,1042,Uzbekistan,1073,Mr_Oybekjan,loss,5 min
634,white,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639140474,52,1050,United States,1028,timusbach,loss,5 min
635,black,"Apr 22, 2019",https://www.chess.com/analysis/game/live/3639135503,10,1059,Egypt,965,mohamedaustrally,loss,5 min
636,black,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3636158742,50,1070,United States,1350,ChristopherCozzillio,win,10 min
637,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3636152412,9,1070,United States,1350,ChristopherCozzillio,win,10 min
638,black,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3636105102,30,1070,United States,1350,ChristopherCozzillio,win,10 min
639,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3636090849,15,1070,United States,1350,ChristopherCozzillio,win,10 min
640,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3636065525,24,1070,United States,1350,ChristopherCozzillio,win,10 min
641,black,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635818859,21,1070,United States,1000,Tenniscoz,win,10 min
642,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635680445,43,1070,United States,1017,C-White,win,5 min
643,black,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635589889,61,1063,Luxembourg,1056,PersianParisien,win,5 min
644,black,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635536126,34,1055,United States,1350,ChristopherCozzillio,win,10 min
645,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635512737,29,1055,United States,1350,ChristopherCozzillio,win,10 min
646,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635459959,34,1055,Croatia,1018,leon5p,win,5 min
647,black,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635434312,26,1048,Oman,1036,Eddie_Adam,win,5 min
648,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635400727,44,1040,Saudi Arabia,1038,AyedAlshammari,loss,5 min
649,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635354841,48,1048,Croatia,1108,zee_doo_ooo,loss,5 min
650,white,"Apr 21, 2019",https://www.chess.com/analysis/game/live/3635342236,9,1055,United States,1097,FN96X,loss,5 min
651,white,"Apr 20, 2019",https://www.chess.com/analysis/game/live/3633659600,33,1062,United States,1200,ChristopherCozzillio,win,10 min
652,black,"Apr 20, 2019",https://www.chess.com/analysis/game/live/3633477458,65,1062,International,1053,miguel3902017,loss,5 min
653,white,"Apr 20, 2019",https://www.chess.com/analysis/game/live/3633470982,11,1071,United States,1085,InfinityLTD,loss,5 min
654,black,"Apr 20, 2019",https://www.chess.com/analysis/game/live/3632813369,24,1079,Morocco,986,zakariafarkas,win,5 min
655,black,"Apr 20, 2019",https://www.chess.com/analysis/game/live/3632552260,41,1073,Philippines,1071,jethmartin,loss,10 min
656,black,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631845176,24,1081,United States,1200,ChristopherCozzillio,win,10 min
657,white,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631825739,47,1081,United States,1200,ChristopherCozzillio,win,10 min
658,black,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631813946,23,1081,United States,1200,ChristopherCozzillio,win,5 min
659,white,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631801544,22,1081,United States,1200,ChristopherCozzillio,win,5 min
660,black,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631790519,20,1081,United States,1200,ChristopherCozzillio,win,5 min
661,white,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631781212,20,1081,United States,1200,ChristopherCozzillio,win,5 min
662,black,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631771648,30,1081,United States,1200,ChristopherCozzillio,win,5 min
663,white,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3631236892,44,1081,Australia,1124,Maxieboy89,loss,5 min
664,black,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3630355092,44,1088,United States,1033,bostonjr169,win,5 min
665,white,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3630330363,29,1081,Hungary,1059,GyulaBertalan,loss,5 min
666,black,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3630298862,57,1090,Dominican Republic,1060,tiguere228,win,5 min
667,white,"Apr 19, 2019",https://www.chess.com/analysis/game/live/3630286648,51,1082,Dominican Republic,1068,tiguere228,draw,5 min
668,white,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3625775020,8,1082,United States,1194,sfoster21,loss,5 min
669,black,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3625690261,17,1088,United States,1028,sudheer0503,win,5 min
670,black,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3625162525,24,1081,United States,1066,hardrain,win,5 min
671,white,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3624964642,32,1073,Brazil,1017,finalcast,loss,5 min
672,black,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3624801456,43,1083,Greece,1113,Sofoklino,loss,5 min
673,white,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3624769472,49,1091,United States,1046,Codex_Assassin,win,5 min
674,white,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3624737638,67,1084,India,1120,AfrozKhan,loss,5 min
675,black,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3624709891,44,1092,United Kingdom,1084,Patlapatat28,loss,5 min
676,black,"Apr 17, 2019",https://www.chess.com/analysis/game/live/3624687899,32,1101,India,1091,neo_xxx007,loss,5 min
677,white,"Apr 16, 2019",https://www.chess.com/analysis/game/live/3623336625,52,1110,Australia,1167,finnmulhall,loss,5 min
678,white,"Apr 16, 2019",https://www.chess.com/analysis/game/live/3622971481,66,1117,United States,1085,rodrfers,win,5 min
679,black,"Apr 16, 2019",https://www.chess.com/analysis/game/live/3622447312,56,1109,Canada,1024,666Biker,win,5 min
680,white,"Apr 16, 2019",https://www.chess.com/analysis/game/live/3622030875,29,1103,Canada,1149,yewsef,loss,5 min
681,black,"Apr 16, 2019",https://www.chess.com/analysis/game/live/3621984834,32,1110,France,1151,tibio69,loss,5 min
682,black,"Apr 15, 2019",https://www.chess.com/analysis/game/live/3620156952,18,1117,Basque Country,1107,Mikimi,loss,5 min
683,white,"Apr 14, 2019",https://www.chess.com/analysis/game/live/3616617429,46,1126,Norway,1149,NotQueen1,draw,5 min
684,black,"Apr 13, 2019",https://www.chess.com/analysis/game/live/3615594685,46,1125,United States,1104,NYC_Rook,loss,5 min
685,black,"Apr 13, 2019",https://www.chess.com/analysis/game/live/3614255332,30,1134,United States,1143,namelessusername,loss,5 min
686,white,"Apr 13, 2019",https://www.chess.com/analysis/game/live/3613933995,59,1142,China,1042,JianChihu,win,5 min
687,black,"Apr 12, 2019",https://www.chess.com/analysis/game/live/3612195896,66,1136,United States,1171,gafetzer,loss,5 min
688,white,"Apr 12, 2019",https://www.chess.com/analysis/game/live/3611853330,24,1144,United States,1156,Chainsawwwww,win,5 min
689,white,"Apr 12, 2019",https://www.chess.com/analysis/game/live/3611532739,49,1135,Germany,1125,Berolinensis,win,5 min
690,black,"Apr 12, 2019",https://www.chess.com/analysis/game/live/3611174729,28,1127,Qatar,1143,Dohaeyes997,loss,5 min
691,black,"Apr 11, 2019",https://www.chess.com/analysis/game/live/3609126124,32,1135,Russia,1152,blackrook115,loss,5 min
692,white,"Apr 11, 2019",https://www.chess.com/analysis/game/live/3608534333,7,1143,France,1172,QuentinSC,loss,5 min
693,white,"Apr 10, 2019",https://www.chess.com/analysis/game/live/3606815713,21,1151,United States,1149,Zer068,win,5 min
694,white,"Apr 9, 2019",https://www.chess.com/analysis/game/live/3603494922,67,1143,International,1042,c_Antoine,draw,5 min
695,black,"Apr 8, 2019",https://www.chess.com/analysis/game/live/3600966320,16,1145,United States,1087,turdbo,win,5 min
696,black,"Apr 8, 2019",https://www.chess.com/analysis/game/live/3600212729,22,1138,India,1190,sunny0525,win,5 min
697,white,"Apr 7, 2019",https://www.chess.com/analysis/game/live/3599441132,80,1128,Canada,1123,fariya3,win,5 min
698,black,"Apr 7, 2019",https://www.chess.com/analysis/game/live/3599289863,63,1120,United States,1064,urs_dhiraj,loss,5 min
699,white,"Apr 7, 2019",https://www.chess.com/analysis/game/live/3599263458,41,1130,United States,1152,jc4795,loss,5 min
700,white,"Apr 7, 2019",https://www.chess.com/analysis/game/live/3599173824,21,1138,Saudi Arabia,1078,Queenzmine,win,5 min
701,black,"Apr 7, 2019",https://www.chess.com/analysis/game/live/3599160135,23,1131,Canada,1192,deflation,loss,5 min
702,black,"Apr 5, 2019",https://www.chess.com/analysis/game/live/3593310113,30,1138,Sweden,1118,StarByOne,loss,5 min
703,white,"Apr 5, 2019",https://www.chess.com/analysis/game/live/3592674319,37,1147,Norway,1161,BROBRANHAM777,win,5 min
704,white,"Apr 5, 2019",https://www.chess.com/analysis/game/live/3592668877,8,1138,Catalonia,1095,Gomezov,win,5 min
705,black,"Apr 4, 2019",https://www.chess.com/analysis/game/live/3590310776,31,1131,Spain,1195,Janers143,loss,5 min
706,white,"Apr 3, 2019",https://www.chess.com/analysis/game/live/3587690682,53,1138,Mexico,1170,164164164,win,5 min
707,black,"Apr 3, 2019",https://www.chess.com/analysis/game/live/3587135210,47,1129,United States,1064,trickyTB,win,5 min
708,black,"Apr 2, 2019",https://www.chess.com/analysis/game/live/3585021803,31,1122,North Macedonia,1143,zokinjo,loss,5 min
709,white,"Apr 2, 2019",https://www.chess.com/analysis/game/live/3584647932,31,1130,United States,1112,moveon55,loss,5 min
710,white,"Apr 1, 2019",https://www.chess.com/analysis/game/live/3583356900,19,1139,Colombia,1117,korol85,win,5 min
711,black,"Apr 1, 2019",https://www.chess.com/analysis/game/live/3582470898,36,1131,Austria,1168,clemibear,loss,5 min
712,black,"Apr 1, 2019",https://www.chess.com/analysis/game/live/3581935226,32,1139,United States,1228,movingcompany,loss,5 min
713,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580813823,27,924,Australia,998,discovercheckk,loss,1 min
714,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580692297,52,936,United States,924,vadimsidlovskiy,loss,1 min
715,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580675175,22,952,United States,1015,serpar1375,loss,1 min
716,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580665308,44,966,United States,1010,bigredokie01,loss,1 min
717,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580656459,25,981,United States,961,TrustTheProcess253,loss,1 min
718,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580649208,6,1001,United States,989,gidetar,win,1 min
719,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580639168,13,982,Paraguay,987,Elydtr,loss,1 min
720,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580577985,19,1145,United States,1125,damanreno100,win,5 min
721,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580445181,27,1137,United States,1112,muchberg,win,5 min
722,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580300401,19,1129,United States,1157,thecomposer101,win,5 min
723,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3580239710,30,1120,India,999,sagarashoksahani,win,5 min
724,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3579373202,24,1114,International,1161,domcle,loss,5 min
725,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3579328904,33,1121,United States,1065,JitteryCircus,win,5 min
726,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3579271897,30,1114,Mexico,1162,paketash,win,5 min
727,white,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3579233168,46,1104,Netherlands,1201,apsmolders,loss,5 min
728,black,"Mar 31, 2019",https://www.chess.com/analysis/game/live/3579194322,45,1110,Bulgaria,1054,petyamarinova,win,5 min
729,white,"Mar 30, 2019",https://www.chess.com/analysis/game/live/3577732428,45,1103,Italy,1145,Alpacio,loss,5 min
730,white,"Mar 30, 2019",https://www.chess.com/analysis/game/live/3577539902,23,1110,Croatia,1179,karlomarkek,loss,5 min
731,black,"Mar 30, 2019",https://www.chess.com/analysis/game/live/3576907790,25,1117,United States,1134,jimmysliim,loss,5 min
732,white,"Mar 30, 2019",https://www.chess.com/analysis/game/live/3576866117,16,1125,Singapore,1092,jhirjid,loss,5 min
733,white,"Mar 30, 2019",https://www.chess.com/analysis/game/live/3576692938,51,1134,Belarus,1072,logickick,win,5 min
734,black,"Mar 30, 2019",https://www.chess.com/analysis/game/live/3576365700,42,1127,Pakistan,1033,hasseeb522,loss,5 min
735,black,"Mar 29, 2019",https://www.chess.com/analysis/game/live/3574960992,43,1138,Brazil,1122,marloncf,win,5 min
736,white,"Mar 29, 2019",https://www.chess.com/analysis/game/live/3574541010,49,1130,International,1105,subhashpepakayala,win,5 min
737,black,"Mar 29, 2019",https://www.chess.com/analysis/game/live/3574267739,29,1122,United States,1089,FN96X,loss,5 min
738,black,"Mar 29, 2019",https://www.chess.com/analysis/game/live/3574253756,17,1131,Italy,1138,heike_messner,loss,5 min
739,white,"Mar 28, 2019",https://www.chess.com/analysis/game/live/3571715000,68,1139,United States,1175,KnightsoftheNight0,draw,5 min
740,white,"Mar 27, 2019",https://www.chess.com/analysis/game/live/3569757949,25,1138,Germany,1111,temelreis285,loss,5 min
741,white,"Mar 27, 2019",https://www.chess.com/analysis/game/live/3569236401,56,1147,United States,1057,yoclaud,draw,5 min
742,black,"Mar 27, 2019",https://www.chess.com/analysis/game/live/3568748392,38,1149,Pakistan,1120,afridigonzalous355,win,5 min
743,white,"Mar 26, 2019",https://www.chess.com/analysis/game/live/3567463933,35,1141,Venezuela,1093,Franknated,win,5 min
744,white,"Mar 26, 2019",https://www.chess.com/analysis/game/live/3567332099,47,1134,United States,1099,razorcharp,win,5 min
745,black,"Mar 25, 2019",https://www.chess.com/analysis/game/live/3563741933,43,1126,Latvia,1148,kugaudo,loss,5 min
746,black,"Mar 25, 2019",https://www.chess.com/live/game/3563740887?username=eono619,0,1134,Denmark,1126,froben,win,5 min
747,black,"Mar 25, 2019",https://www.chess.com/analysis/game/live/3563329572,58,1126,United States,1162,LincolonJ,loss,5 min
748,white,"Mar 23, 2019",https://www.chess.com/analysis/game/live/3557841160,28,1134,United States,1139,bloodhoundsz2019,win,5 min
749,black,"Mar 22, 2019",https://www.chess.com/analysis/game/live/3556366322,23,1125,Greece,1122,nvlas,win,5 min
750,white,"Mar 22, 2019",https://www.chess.com/analysis/game/live/3555689875,24,1117,United States,1091,DY12,win,5 min
